epoch,loss,val_loss
0,0.0004463325021788478,0.00027171088731847703
1,0.0002484341384842992,0.000212366838240996
2,0.00020863271492999047,0.00017611539806239307
3,0.0001852543791756034,0.00016074179438874125
4,0.00017239179578609765,0.00015079164586495608
5,0.00016249278269242495,0.00014277138689067215
6,0.00015567969239782542,0.00013939726341050118
7,0.00015078076103236526,0.0001323709439020604
8,0.00014543897123076022,0.00013079702330287546
9,0.00014252668188419193,0.00013110102736391127
10,0.0001390519755659625,0.00012705556582659483
11,0.00012505752965807915,0.00011097361129941419
12,0.00012177435564808547,0.00010881584603339434
13,0.0001205141088576056,0.00010805182682815939
14,0.00011946527229156345,0.00010591986210783944
15,0.00011756535968743265,0.00010417548764962703
16,0.00011725036893039942,0.00010383344488218427
17,0.0001170060204458423,0.00010385164205217734
18,0.00011654567060759291,0.00010379146988270804
19,0.00011679199815262109,0.00010383237531641498
20,0.0001169690876849927,0.0001039112830767408
21,0.00011679252929752693,0.00010391134856035933
22,0.0001168217058875598,0.00010388601367594674
23,0.00011699122114805505,0.00010389029193902388
24,0.00011673549306578934,0.00010389085946371779
